image_src,item,rarity,recycles_to,sell_price,stack_size,category,uses,found_in
/w/images/thumb/6/6f/Heavy_Ammo.png/75px-Heavy_Ammo.png.webp,Heavy Ammo,Common,Cannot be recycled,12,40,Ammunition,,
/w/images/thumb/e/ea/Heavy_Fuze_Grenade.png/75px-Heavy_Fuze_Grenade.png.webp,Heavy Fuze Grenade,Rare,1x Oil | 2x Rubber Parts,1600,3,Quick Use,,
/w/images/thumb/3/33/Heavy_Gun_Parts.png/75px-Heavy_Gun_Parts.png.webp,Heavy Gun Parts,Rare,2x Simple Gun Parts,700,5,Topside Material,,
/w/images/thumb/f/f9/Heavy_Shield.png/75px-Heavy_Shield.png.webp,Heavy Shield,Epic,1x Voltage Converter | 2x ARC Circuitry,5500,1,Shield,,
/w/images/thumb/c/c5/Herbal_Bandage.png/75px-Herbal_Bandage.png.webp,Herbal Bandage,Uncommon,2x Assorted Seeds | 5x Fabric,900,5,Quick Use,,
/w/images/thumb/8/89/Horizontal_Grip.png/75px-Horizontal_Grip.png.webp,Horizontal Grip,Epic,1x Mod Components | 2x Duct Tape,7000,1,Mods,,
/w/images/thumb/b/bb/Hornet_Driver.png/75px-Hornet_Driver.png.webp,Hornet Driver,Rare,1x ARC Alloy | 1x Electrical Components,1000,3,Recyclable,Workshop | Gear Bench 2 (5x) | Quests | Test Case (1x) | The Trifecta (2x) | Projects | Trophy Display (15x),ARC
/w/images/thumb/3/36/Household_Cleaner.png/75px-Household_Cleaner.png.webp,Household Cleaner,Uncommon,11x Chemicals,640,3,Recyclable,,
/w/images/thumb/4/4b/Humidifier.png/75px-Humidifier.png.webp,Humidifier,Rare,2x Canister | 2x Wires,1000,3,Recyclable,Projects | Expedition 1 (5x),Residential
/w/images/thumb/c/c9/Ice_Cream_Scooper.png/75px-Ice_Cream_Scooper.png.webp,Ice Cream Scooper,Uncommon,7x Metal Parts,640,3,Recyclable,,
/w/images/thumb/a/a0/Impure_ARC_Coolant.png/75px-Impure_ARC_Coolant.png.webp,Impure ARC Coolant,Uncommon,12x Chemicals,640,3,Recyclable,,
/w/images/thumb/c/c9/Industrial_Battery.png/75px-Industrial_Battery.png.webp,Industrial Battery,Rare,2x Battery | 7x Chemicals,1000,3,Recyclable,Workshop | Gear Bench 3 (3x),Industrial
/w/images/thumb/6/66/Industrial_Charger.png/75px-Industrial_Charger.png.webp,Industrial Charger,Rare,1x Voltage Converter | 5x Metal Parts,1000,3,Recyclable,Projects | Expedition 3 (3x),Industrial
/w/images/thumb/3/38/Industrial_Magnet.png/75px-Industrial_Magnet.png.webp,Industrial Magnet,Rare,2x Magnet | 4x Metal Parts,1000,3,Recyclable,,
/w/images/thumb/7/74/Binoculars.png/75px-Binoculars.png.webp,Integrated Binoculars,Common,Cannot be recycled,0,,Quick Use,,
/w/images/thumb/5/5f/Defibrillator.png/75px-Defibrillator.png.webp,Integrated Defibrillator,Rare,Cannot be recycled,0,1,Quick Use,,
/w/images/thumb/a/a7/Integrated_Shield_Recharger.png/75px-Integrated_Shield_Recharger.png.webp,Integrated Shield Recharger,Common,Cannot be recycled,0,,Quick Use,,
/w/images/thumb/e/e7/Ion_Sputter.png/75px-Ion_Sputter.png.webp,Ion Sputter,Epic,1x Exodus Modules | 4x Voltage Converter,6000,3,Recyclable,Quests | With A View (1x) | Projects | Expedition 2 (3x),
/w/images/thumb/5/5a/Jolt_Mine.png/75px-Jolt_Mine.png.webp,Jolt Mine,Rare,1x Battery | 2x Plastic Parts,850,3,Quick Use,,
/w/images/thumb/7/71/Kinetic_Converter.png/75px-Kinetic_Converter.png.webp,Kinetic Converter,Legendary,1x Mod Components | 2x Duct Tape,7000,1,Mods,,
/w/images/thumb/e/e5/Laboratory_Reagents.png/75px-Laboratory_Reagents.png.webp,Laboratory Reagents,Rare,16x Chemicals | 3x Crude Explosives,2000,3,Recyclable,Workshop | Explosives Station 3 (3x),Medical
/w/images/thumb/1/15/Lance%27s_Mixtape_%285th_Edition%29.png/75px-Lance%27s_Mixtape_%285th_Edition%29.png.webp,Lance's Mixtape (5th Edition),Epic,Cannot be recycled,10000,3,Trinket,,
/w/images/thumb/9/99/Launcher_Ammo.png/75px-Launcher_Ammo.png.webp,Launcher Ammo,Rare,Cannot be recycled,250,24,Ammunition,,
/w/images/thumb/a/a0/Leaper_Pulse_Unit.png/75px-Leaper_Pulse_Unit.png.webp,Leaper Pulse Unit,Epic,1x Advanced Mechanical Components | 3x ARC Alloy,3000,3,Recyclable,Workshop | Utility Station 3 (4x) | Quests | Into The Fray (1x) | Projects | Expedition 1 (3x) | Expedition 2 (3x) | Trophy Display (10x),ARC
/w/images/thumb/3/35/Lemon.png/75px-Lemon.png.webp,Lemon,Uncommon,3x Assorted Seeds,640,10,Nature,Workshop | Scrappy 3 (3x),Nature
/w/images/thumb/0/0d/Li%27l_Smoke_Grenade.png/75px-Li%27l_Smoke_Grenade.png.webp,Li'l Smoke Grenade,Common,1x Chemicals | 1x Plastic Parts,300,5,Quick Use,,
/w/images/thumb/2/22/Light_Ammo.png/75px-Light_Ammo.png.webp,Light Ammo,Common,Cannot be recycled,4,100,Ammunition,,
/w/images/thumb/2/2c/Light_Bulb.png/75px-Light_Bulb.png.webp,Light Bulb,Uncommon,Cannot be recycled,2000,3,Trinket,Projects | Expedition 1 (5x) | Expedition 2 (4x),
/w/images/thumb/c/c9/Light_Gun_Parts.png/75px-Light_Gun_Parts.png.webp,Light Gun Parts,Rare,2x Simple Gun Parts,700,5,Topside Material,,
/w/images/thumb/4/4c/Light_Impact_Grenade.png/75px-Light_Impact_Grenade.png.webp,Light Impact Grenade,Common,1x Chemicals | 1x Plastic Parts,270,5,Quick Use,,
/w/images/thumb/4/40/Light_Shield.png/75px-Light_Shield.png.webp,Light Shield,Uncommon,4x Plastic Parts,640,1,Shield,,
/w/images/thumb/c/cb/Lightweight_Stock.png/75px-Lightweight_Stock.png.webp,Lightweight Stock,Epic,1x Duct Tape | 1x Mod Components,5000,1,Mods,,
/w/images/thumb/2/27/Looting_Mk._1.png/75px-Looting_Mk._1.png.webp,Looting Mk. 1,Uncommon,3x Plastic Parts | 3x Rubber Parts,640,1,Augment,,
/w/images/thumb/7/7c/Looting_Mk._2.png/75px-Looting_Mk._2.png.webp,Looting Mk. 2,Rare,1x Electrical Components | 1x Magnet,2000,1,Augment,,
/w/images/thumb/6/68/Looting_Mk._3_%28Cautious%29.png/75px-Looting_Mk._3_%28Cautious%29.png.webp,Looting Mk. 3 (Cautious),Epic,1x Advanced Electrical Components | 1x Processor,5000,1,Augment,,
/w/images/thumb/c/c6/Looting_Mk._3_%28Safekeeper%29.png/75px-Looting_Mk._3_%28Safekeeper%29.png.webp,Looting Mk. 3 (Safekeeper),Epic,1x Advanced Electrical Components | 1x Processor,5000,1,Augment,,
/w/images/thumb/7/74/Looting_Mk._3_%28Survivor%29.png/75px-Looting_Mk._3_%28Survivor%29.png.webp,Looting Mk. 3 (Survivor),Epic,1x Advanced Electrical Components | 1x Processor,5000,1,Augment,,
/w/images/thumb/7/77/Lure_Grenade.png/75px-Lure_Grenade.png.webp,Lure Grenade,Uncommon,1x Speaker Component,1000,3,Quick Use,,
/w/images/thumb/9/92/Lure_Grenade_Trap.png/75px-Lure_Grenade_Trap.png.webp,Lure Grenade Trap,Uncommon,Cannot be recycled,1000,3,Quick Use,,
/w/images/thumb/8/8c/Magnet.png/75px-Magnet.png.webp,Magnet,Uncommon,2x Metal Parts,300,15,Topside Material,,
/w/images/thumb/5/5e/Magnetic_Accelerator.png/75px-Magnetic_Accelerator.png.webp,Magnetic Accelerator,Epic,1x Advanced Mechanical Components | 1x ARC Motion Core,5500,3,Refined Material,Projects | Expedition 1 (3x) | Trophy Display (10x),Exodus
/w/images/thumb/a/a2/Magnetron.png/75px-Magnetron.png.webp,Magnetron,Epic,1x Magnetic Accelerator | 1x Steel Spring,6000,3,Recyclable,Quests | Snap And Salvage (1x),
/w/images/thumb/2/24/Matriarch_Reactor.png/75px-Matriarch_Reactor.png.webp,Matriarch Reactor,Legendary,1x Magnetic Accelerator | 1x Power Rod,11000,1,Recyclable,Projects | Trophy Display (3x),ARC
/w/images/thumb/9/94/Mechanical_Components.png/75px-Mechanical_Components.png.webp,Mechanical Components,Uncommon,2x Rubber Parts | 3x Metal Parts,640,10,Refined Material,Workshop | Gunsmith 2 (5x),Mechanical
/w/images/thumb/d/d3/Medium_Ammo.png/75px-Medium_Ammo.png.webp,Medium Ammo,Common,Cannot be recycled,6,80,Ammunition,,
/w/images/thumb/9/9a/Medium_Gun_Parts.png/75px-Medium_Gun_Parts.png.webp,Medium Gun Parts,Rare,2x Simple Gun Parts,700,5,Topside Material,,
/w/images/thumb/4/41/Medium_Shield.png/75px-Medium_Shield.png.webp,Medium Shield,Rare,1x ARC Circuitry,2000,1,Shield,,
/w/images/thumb/6/62/Metal_Brackets.png/75px-Metal_Brackets.png.webp,Metal Brackets,Uncommon,8x Metal Parts,640,3,Recyclable,,
/w/images/thumb/8/89/Metal_Parts.png/75px-Metal_Parts.png.webp,Metal Parts,Common,Cannot be recycled,75,50,Basic Material,Workshop | Gunsmith 1 (20x) | Refiner 1 (60x) | Projects | Expedition 1 (150x) | Expedition 2 (150x) | Expedition 3 (150x),Electrical | Industrial | Mechanical | Technological
/w/images/thumb/2/2c/Microscope.png/75px-Microscope.png.webp,Microscope,Rare,1x Advanced Mechanical Components | 3x Magnet,3000,3,Recyclable,,
/w/images/thumb/9/9f/Mini_Centrifuge.png/75px-Mini_Centrifuge.png.webp,Mini Centrifuge,Rare,1x Advanced Mechanical Components | 2x Canister,3000,3,Recyclable,,
/w/images/thumb/0/0f/Mod_Components.png/75px-Mod_Components.png.webp,Mod Components,Rare,1x Mechanical Components | 1x Steel Spring,1750,5,Refined Material,,
/w/images/thumb/6/64/Moss.png/75px-Moss.png.webp,Moss,Rare,3x Assorted Seeds,500,10,Topside Material,,
/w/images/thumb/0/0f/Motor.png/75px-Motor.png.webp,Motor,Rare,2x Mechanical Components | 2x Oil,2000,3,Recyclable,Workshop | Refiner 3 (3x),Mechanical
/w/images/thumb/8/8c/Mushroom.png/75px-Mushroom.png.webp,Mushroom,Uncommon,Cannot be recycled,1000,10,Nature,Workshop | Scrappy 5 (12x),Nature
/w/images/thumb/9/90/Music_Album.png/75px-Music_Album.png.webp,Music Album,Rare,Cannot be recycled,3000,3,Trinket,,
/w/images/thumb/7/74/Music_Box.png/75px-Music_Box.png.webp,Music Box,Rare,Cannot be recycled,5000,3,Trinket,,
/w/images/thumb/4/4f/Muzzle_Brake_I.png/75px-Muzzle_Brake_I.png.webp,Muzzle Brake I,Common,5x Metal Parts,640,1,Mods,,
/w/images/thumb/2/23/Muzzle_Brake_II.png/75px-Muzzle_Brake_II.png.webp,Muzzle Brake II,Uncommon,1x Mechanical Components | 1x Wires,2000,1,Mods,,
/w/images/thumb/a/a2/Muzzle_Brake_III.png/75px-Muzzle_Brake_III.png.webp,Muzzle Brake III,Rare,1x Mod Components | 2x Wires,5000,1,Mods,,
/w/images/thumb/5/5c/Noisemaker.png/75px-Noisemaker.png.webp,Noisemaker,Common,1x Speaker Component,640,3,Quick Use,,
/w/images/thumb/5/51/Number_Plate.png/75px-Number_Plate.png.webp,Number Plate,Uncommon,3x Metal Parts,270,3,Recyclable,,
/w/images/thumb/0/06/Oil.png/75px-Oil.png.webp,Oil,Uncommon,3x Chemicals,300,15,Topside Material,,
/w/images/thumb/f/f3/Olives.png/75px-Olives.png.webp,Olives,Uncommon,2x Assorted Seeds,640,10,Nature,Workshop | Scrappy 4 (6x),Nature
/w/images/thumb/4/4b/Padded_Stock.png/75px-Padded_Stock.png.webp,Padded Stock,Epic,1x Duct Tape | 1x Mod Components,5000,1,Mods,,
/w/images/thumb/5/53/Painted_Box.png/75px-Painted_Box.png.webp,Painted Box,Uncommon,Cannot be recycled,2000,3,Trinket,,
/w/images/thumb/b/b0/Patrol_Car_Key.png/75px-Patrol_Car_Key.png.webp,Patrol Car Key,Uncommon,Cannot be recycled,100,1,Key,,
/w/images/thumb/0/06/Photoelectric_Cloak.png/75px-Photoelectric_Cloak.png.webp,Photoelectric Cloak,Epic,1x Advanced Electrical Components | 1x Speaker Component,5000,1,Quick Use,,
/w/images/thumb/1/1d/Security_Code.png/75px-Security_Code.png.webp,Pilgrim's Peak Security Code,Common,Cannot be recycled,0,1,Key,,
/w/images/thumb/c/c9/Plastic_Parts.png/75px-Plastic_Parts.png.webp,Plastic Parts,Common,Cannot be recycled,60,50,Basic Material,Workshop | Gear Bench 1 (25x) | Utility Station 1 (50x) | Projects | Expedition 2 (200x),Commercial | Residential | Technological
/w/images/thumb/e/e2/Playing_Cards.png/75px-Playing_Cards.png.webp,Playing Cards,Rare,Cannot be recycled,5000,3,Trinket,,
/w/images/thumb/6/6e/Polluted_Air_Filter.png/75px-Polluted_Air_Filter.png.webp,Polluted Air Filter,Rare,2x Oil | 6x Fabric,1000,3,Recyclable,,
/w/images/thumb/c/c6/Pop_Trigger.png/75px-Pop_Trigger.png.webp,Pop Trigger,Uncommon,1x ARC Alloy | 1x Crude Explosives,640,3,Recyclable,Workshop | Explosives Station 2 (5x) | Projects | Trophy Display (15x),ARC
/w/images/thumb/5/5f/Portable_TV.png/75px-Portable_TV.png.webp,Portable TV,Rare,2x Battery | 6x Wires,2000,1,Recyclable,Quests | Movie Night (1x),
/w/images/thumb/2/2b/Poster_Of_Natural_Wonders.png/75px-Poster_Of_Natural_Wonders.png.webp,Poster Of Natural Wonders,Uncommon,Cannot be recycled,2000,3,Trinket,,
/w/images/thumb/c/c0/Pottery.png/75px-Pottery.png.webp,Pottery,Uncommon,Cannot be recycled,2000,3,Trinket,,
/w/images/thumb/7/77/Power_Bank.png/75px-Power_Bank.png.webp,Power Bank,Rare,2x Battery | 2x Wires,1000,3,Recyclable,,
/w/images/thumb/f/f8/Power_Cable.png/75px-Power_Cable.png.webp,Power Cable,Rare,4x Wires,1000,3,Recyclable,Workshop | Gear Bench 2 (3x),Commercial | Electrical | Residential
/w/images/thumb/3/31/Power_Rod.png/75px-Power_Rod.png.webp,Power Rod,Epic,1x Advanced Electrical Components | 1x ARC Circuitry,5000,3,Refined Material,Quests | Tribute To Toledo (1x),
/w/images/thumb/8/80/Prickly_Pear.png/75px-Prickly_Pear.png.webp,Prickly Pear,Uncommon,3x Assorted Seeds,640,10,Nature,Workshop | Scrappy 4 (6x),Nature
/w/images/thumb/4/4e/Processor.png/75px-Processor.png.webp,Processor,Rare,1x Plastic Parts | 1x Wires,500,5,Topside Material,,
/w/images/thumb/0/04/Projector.png/75px-Projector.png.webp,Projector,Rare,1x Processor | 2x Wires,1000,3,Recyclable,,
/w/images/thumb/a/af/Pulse_Mine.png/75px-Pulse_Mine.png.webp,Pulse Mine,Uncommon,6x Chemicals,470,3,Quick Use,,
/w/images/thumb/6/6b/Queen_Reactor.png/75px-Queen_Reactor.png.webp,Queen Reactor,Legendary,1x Magnetic Accelerator | 1x Power Rod,11000,1,Recyclable,Projects | Trophy Display (3x),ARC
/w/images/thumb/3/31/Radio.png/75px-Radio.png.webp,Radio,Rare,1x Sensors | 1x Speaker Component,1000,3,Recyclable,,
/w/images/thumb/b/b6/Radio_Relay.png/75px-Radio_Relay.png.webp,Radio Relay,Rare,2x Sensors | 2x Speaker Component,3000,3,Recyclable,,
/w/images/thumb/6/68/Raider_Hatch_Key.png/75px-Raider_Hatch_Key.png.webp,Raider Hatch Key,Rare,Cannot be recycled,2000,1,Key,,
/w/images/thumb/1/1d/Security_Code.png/75px-Security_Code.png.webp,Raider's Refuge Security Code,Common,Cannot be recycled,0,1,Key,,
/w/images/thumb/6/6d/Recorder.png/75px-Recorder.png.webp,Recorder,Uncommon,10x Plastic Parts,1000,1,Quick Use,,
/w/images/thumb/1/1a/Red_Coral_Jewelry.png/75px-Red_Coral_Jewelry.png.webp,Red Coral Jewelry,Rare,Cannot be recycled,5000,3,Trinket,,
/w/images/thumb/9/93/Red_Light_Stick.png/75px-Red_Light_Stick.png.webp,Red Light Stick,Common,1x Chemicals,150,5,Quick Use,,
/w/images/thumb/1/1d/Security_Code.png/75px-Security_Code.png.webp,Reinforced Reception Security Code,Common,Cannot be recycled,0,1,Key,,
/w/images/thumb/f/f4/Remote_Control.png/75px-Remote_Control.png.webp,Remote Control,Rare,1x Sensors | 7x Plastic Parts,1000,3,Recyclable,,
/w/images/thumb/f/ff/Remote_Raider_Flare.png/75px-Remote_Raider_Flare.png.webp,Remote Raider Flare,Common,1x Chemicals | 1x Rubber Parts,270,3,Quick Use,,
/w/images/thumb/2/2c/Resin.png/75px-Resin.png.webp,Resin,Common,Cannot be recycled,1000,10,Nature,,
/w/images/thumb/a/a8/Ripped_Safety_Vest.png/75px-Ripped_Safety_Vest.png.webp,Ripped Safety Vest,Uncommon,1x Durable Cloth | 1x Magnet,1000,3,Recyclable,,
/w/images/thumb/8/8a/Rocket_Thruster.png/75px-Rocket_Thruster.png.webp,Rocket Thruster,Rare,2x Synthesized Fuel | 6x Metal Parts,2000,3,Recyclable,,
/w/images/thumb/e/ef/Rocketeer_Driver.png/75px-Rocketeer_Driver.png.webp,Rocketeer Driver,Epic,2x Advanced Electrical Components | 3x ARC Alloy,3000,3,Recyclable,Workshop | Explosives Station 3 (3x) | Quests | Out of the Shadows (1x) | Projects | Trophy Display (8x),ARC
/w/images/thumb/5/57/Roots.png/75px-Roots.png.webp,Roots,Uncommon,1x Assorted Seeds,640,10,Nature,,
/w/images/thumb/b/b4/Rope.png/75px-Rope.png.webp,Rope,Rare,5x Fabric,500,5,Topside Material,,
/w/images/thumb/7/77/Rosary.png/75px-Rosary.png.webp,Rosary,Rare,Cannot be recycled,2000,3,Trinket,,
/w/images/thumb/e/e4/Rotary_Encoder.png/75px-Rotary_Encoder.png.webp,Rotary Encoder,Rare,2x Electrical Components | 2x Processor,3000,3,Recyclable,Quests | With A View (1x),
/w/images/thumb/d/df/Rubber_Duck.png/75px-Rubber_Duck.png.webp,Rubber Duck,Common,Cannot be recycled,1000,15,Trinket,,
/w/images/thumb/1/1a/Rubber_Pad.png/75px-Rubber_Pad.png.webp,Rubber Pad,Rare,18x Rubber Parts,1000,3,Recyclable,,
/w/images/thumb/9/93/Rubber_Parts.png/75px-Rubber_Parts.png.webp,Rubber Parts,Common,Cannot be recycled,50,50,Basic Material,Workshop | Gunsmith 1 (30x) | Projects | Expedition 1 (200x),Electrical | Industrial | Mechanical
/w/images/thumb/a/a6/Ruined_Accordion.png/75px-Ruined_Accordion.png.webp,Ruined Accordion,Rare,18x Rubber Parts | 3x Steel Spring,2000,3,Recyclable,,
/w/images/thumb/a/aa/Ruined_Augment.png/75px-Ruined_Augment.png.webp,Ruined Augment,Common,2x Plastic Parts | 2x Rubber Parts,270,1,Recyclable,,
/w/images/thumb/e/ee/Ruined_Baton.png/75px-Ruined_Baton.png.webp,Ruined Baton,Uncommon,3x Rubber Parts | 6x Metal Parts,640,3,Recyclable,,
/w/images/thumb/7/7c/Ruined_Handcuffs.png/75px-Ruined_Handcuffs.png.webp,Ruined Handcuffs,Uncommon,8x Metal Parts,640,3,Recyclable,,
/w/images/thumb/5/5c/Ruined_Parachute.png/75px-Ruined_Parachute.png.webp,Ruined Parachute,Uncommon,10x Fabric,640,3,Recyclable,,
/w/images/thumb/c/cb/Ruined_Riot_Shield.png/75px-Ruined_Riot_Shield.png.webp,Ruined Riot Shield,Rare,10x Plastic Parts | 6x Rubber Parts,1000,3,Recyclable,,
/w/images/thumb/c/c2/Ruined_Tactical_Vest.png/75px-Ruined_Tactical_Vest.png.webp,Ruined Tactical Vest,Uncommon,1x Magnet | 5x Fabric,640,3,Recyclable,,
/w/images/thumb/b/bf/Rusted_Bolts.png/75px-Rusted_Bolts.png.webp,Rusted Bolts,Uncommon,8x Metal Parts,640,3,Recyclable,Projects | Trophy Display (3x),
/w/images/thumb/c/cf/Rusted_Gear.png/75px-Rusted_Gear.png.webp,Rusted Gear,Rare,2x Mechanical Components | 4x Metal Parts,2000,3,Recyclable,Workshop | Gunsmith 3 (3x),Industrial
/w/images/thumb/1/1a/Rusted_Shut_Medical_Kit.png/75px-Rusted_Shut_Medical_Kit.png.webp,Rusted Shut Medical Kit,Rare,1x Antiseptic | 2x Syringe,2000,3,Recyclable,Workshop | Medical Lab 3 (3x),Medical
/w/images/thumb/3/30/Rusted_Tools.png/75px-Rusted_Tools.png.webp,Rusted Tools,Rare,1x Steel Spring | 8x Metal Parts,1000,3,Recyclable,Workshop | Gunsmith 2 (3x),Industrial | Mechanical
/w/images/thumb/3/33/Rusty_ARC_Steel.png/75px-Rusty_ARC_Steel.png.webp,Rusty ARC Steel,Uncommon,8x Metal Parts,640,3,Recyclable,,
/w/images/thumb/d/d8/Sample_Cleaner.png/75px-Sample_Cleaner.png.webp,Sample Cleaner,Rare,14x Assorted Seeds | 2x Electrical Components,3000,3,Recyclable,,
/w/images/thumb/3/35/Seeker_Grenade.png/75px-Seeker_Grenade.png.webp,Seeker Grenade,Uncommon,1x Crude Explosives,640,5,Quick Use,,
/w/images/thumb/9/9c/Sensors.png/75px-Sensors.png.webp,Sensors,Rare,1x Metal Parts | 1x Wires,500,5,Topside Material,Projects | Expedition 1 (20x),
/w/images/thumb/9/91/Sentinel_Firing_Core.png/75px-Sentinel_Firing_Core.png.webp,Sentinel Firing Core,Rare,2x ARC Alloy | 2x Mechanical Components,2000,3,Recyclable,Workshop | Gunsmith 3 (4x),ARC
/w/images/thumb/2/22/Shaker.png/75px-Shaker.png.webp,Shaker,Uncommon,10x Plastic Parts,1000,1,Quick Use,,
/w/images/thumb/4/44/Shield_Recharger.png/75px-Shield_Recharger.png.webp,Shield Recharger,Uncommon,4x Rubber Parts,520,5,Quick Use,,
/w/images/thumb/6/61/Shotgun_Ammo.png/75px-Shotgun_Ammo.png.webp,Shotgun Ammo,Common,Cannot be recycled,20,20,Ammunition,,
/w/images/thumb/0/07/Shotgun_Choke_I.png/75px-Shotgun_Choke_I.png.webp,Shotgun Choke I,Common,5x Metal Parts,640,1,Mods,,
/w/images/thumb/6/63/Shotgun_Choke_II.png/75px-Shotgun_Choke_II.png.webp,Shotgun Choke II,Uncommon,1x Mechanical Components | 1x Wires,2000,1,Mods,,
/w/images/thumb/3/36/Shotgun_Choke_III.png/75px-Shotgun_Choke_III.png.webp,Shotgun Choke III,Rare,1x Mod Components | 2x Wires,5000,1,Mods,,
/w/images/thumb/4/4d/Shotgun_Silencer.png/75px-Shotgun_Silencer.png.webp,Shotgun Silencer,Epic,1x Mod Components | 1x Wires,5000,1,Mods,,
/w/images/thumb/1/18/Showstopper.png/75px-Showstopper.png.webp,Showstopper,Rare,1x Electrical Components | 1x Voltage Converter,2100,5,Quick Use,,
/w/images/thumb/5/5f/Shrapnel_Grenade.png/75px-Shrapnel_Grenade.png.webp,Shrapnel Grenade,Uncommon,1x Crude Explosives | 1x Metal Parts,800,5,Quick Use,,
/w/images/thumb/9/96/Shredder_Gyro.png/75px-Shredder_Gyro.png.webp,Shredder Gyro,Rare,2x ARC Alloy | 2x Mechanical Components,2000,3,Recyclable,Projects | Expedition 2 (10x) | Trophy Display (5x),ARC
/w/images/thumb/d/de/Signal_Amplifier.png/75px-Signal_Amplifier.png.webp,Signal Amplifier,Rare,2x Electrical Components | 2x Voltage Converter,3000,3,Recyclable,,
/w/images/thumb/f/f7/Silencer_I.png/75px-Silencer_I.png.webp,Silencer I,Uncommon,1x Mechanical Components | 1x Wires,2000,1,Mods,,
/w/images/thumb/c/c0/Silencer_II.png/75px-Silencer_II.png.webp,Silencer II,Rare,1x Mod Components | 2x Wires,5000,1,Mods,,
/w/images/thumb/3/3e/Silencer_III.png/75px-Silencer_III.png.webp,Silencer III,Epic,1x Mod Components | 3x Wires,7000,1,Mods,,
/w/images/thumb/9/90/Silver_Teaspoon_Set.png/75px-Silver_Teaspoon_Set.png.webp,Silver Teaspoon Set,Rare,Cannot be recycled,3000,3,Trinket,,
/w/images/thumb/d/da/Simple_Gun_Parts.png/75px-Simple_Gun_Parts.png.webp,Simple Gun Parts,Uncommon,2x Metal Parts,330,10,Topside Material,,
/w/images/thumb/d/d5/Smoke_Grenade.png/75px-Smoke_Grenade.png.webp,Smoke Grenade,Rare,1x Canister | 2x Chemicals,1000,5,Quick Use,,
/w/images/thumb/a/ac/Smoke_Grenade_Trap.png/75px-Smoke_Grenade_Trap.png.webp,Smoke Grenade Trap,Rare,Cannot be recycled,640,3,Quick Use,,
/w/images/thumb/7/77/Snap_Blast_Grenade.png/75px-Snap_Blast_Grenade.png.webp,Snap Blast Grenade,Uncommon,1x Chemicals | 1x Magnet,800,3,Quick Use,,
/w/images/thumb/5/56/Snap_Hook.png/75px-Snap_Hook.png.webp,Snap Hook,Legendary,1x Power Rod | 3x Rope,14000,1,Quick Use,,
/w/images/thumb/e/e5/Snitch_Scanner.png/75px-Snitch_Scanner.png.webp,Snitch Scanner,Uncommon,1x ARC Alloy | 1x Electrical Components,1000,3,Recyclable,Workshop | Utility Station 2 (6x) | Quests | The Trifecta (2x),ARC
/w/images/thumb/0/04/Snowball.png/75px-Snowball.png.webp,Snowball,Common,Cannot be recycled,10,5,Nature,,
/w/images/thumb/9/98/Spaceport_Key.png/75px-Spaceport_Key.png.webp,Spaceport Container Storage Key,Rare,Cannot be recycled,100,1,Key,,
/w/images/thumb/9/98/Spaceport_Key.png/75px-Spaceport_Key.png.webp,Spaceport Control Tower Key,Rare,Cannot be recycled,100,1,Key,,
/w/images/thumb/9/98/Spaceport_Key.png/75px-Spaceport_Key.png.webp,Spaceport Trench Tower Key,Uncommon,Cannot be recycled,100,1,Key,,
/w/images/thumb/9/98/Spaceport_Key.png/75px-Spaceport_Key.png.webp,Spaceport Warehouse Key,Uncommon,Cannot be recycled,100,1,Key,,
/w/images/thumb/e/ee/Speaker_Component.png/75px-Speaker_Component.png.webp,Speaker Component,Rare,2x Plastic Parts | 3x Rubber Parts,500,5,Topside Material,,
/w/images/thumb/0/0e/Spectrometer.png/75px-Spectrometer.png.webp,Spectrometer,Rare,1x Advanced Electrical Components | 1x Sensors,3000,3,Recyclable,,
/w/images/thumb/0/0a/Spectrum_Analyzer.png/75px-Spectrum_Analyzer.png.webp,Spectrum Analyzer,Epic,1x Exodus Modules | 1x Sensors,3500,3,Recyclable,,
/w/images/thumb/5/58/Spotter_Relay.png/75px-Spotter_Relay.png.webp,Spotter Relay,Uncommon,1x ARC Alloy | 1x Electrical Components,1000,3,Recyclable,Projects | Trophy Display (10x),ARC
/w/images/thumb/2/26/Spring_Cushion.png/75px-Spring_Cushion.png.webp,Spring Cushion,Rare,2x Durable Cloth | 2x Steel Spring,2000,3,Recyclable,,
/w/images/thumb/8/8d/Stable_Stock_I.png/75px-Stable_Stock_I.png.webp,Stable Stock I,Common,6x Rubber Parts,640,1,Mods,,
/w/images/thumb/b/b4/Stable_Stock_II.png/75px-Stable_Stock_II.png.webp,Stable Stock II,Uncommon,1x Duct Tape | 1x Mechanical Components,2000,1,Mods,,
/w/images/thumb/e/eb/Stable_Stock_III.png/75px-Stable_Stock_III.png.webp,Stable Stock III,Rare,1x Mod Components | 2x Duct Tape,5000,1,Mods,,
/w/images/thumb/8/8a/Statuette.png/75px-Statuette.png.webp,Statuette,Rare,Cannot be recycled,3000,3,Trinket,,
/w/images/thumb/d/db/Steel_Spring.png/75px-Steel_Spring.png.webp,Steel Spring,Uncommon,2x Metal Parts,300,15,Topside Material,Projects | Expedition 1 (15x) | Expedition 2 (15x) | Expedition 3 (15x),Industrial
/w/images/thumb/1/19/Stella_Montis_Key.png/75px-Stella_Montis_Key.png.webp,Stella Montis Archives Key,Epic,Cannot be recycled,100,1,Key,,
